"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"
2.012872017E0	-3.972085714E-1	1.015932655E1	2.524427772E-1
2.021275038E0	-3.008974493E-1	1.004088211E1	-6.460621208E-2
2.029678058E0	6.221338734E-2	1.019162941E1	-1.112662554E-1
2.038081079E0	3.852444589E-1	1.037049294E1	-3.050848842E-2
2.046484100E0	3.906283081E-1	1.037886810E1	1.788634956E-1
2.054887121E0	2.638086975E-1	1.023769188E1	1.202393398E-1
2.063290142E0	3.463610709E-1	1.008096218E1	-1.148554832E-1
2.071693163E0	4.713860750E-1	9.862616539E0	-2.045863420E-1
2.080096183E0	4.534398913E-1	9.528818130E0	-3.002992272E-1
2.088499204E0	2.075773627E-1	9.271589279E0	-4.887340367E-1
2.096902225E0	-4.546363056E-1	9.108279228E0	-6.687939167E-1
2.105305246E0	-1.869990945E0	8.721838951E0	-9.912267923E-1
2.113708267E0	-3.236890793E0	8.316853523E0	-1.368096352E0
2.122111288E0	-3.084348440E0	8.550751686E0	-1.220339537E0
2.130514308E0	-2.446661234E0	9.032307625E0	-9.583254457E-1
2.138917329E0	-1.904088616E0	9.337391853E0	-5.724828243E-1
2.147320350E0	-1.423131227E0	9.459425926E0	-4.857429862E-1
2.155723371E0	-1.297508121E0	9.610174179E0	-2.889333367E-1
2.164126392E0	-1.548156261E0	9.699306488E0	-4.552344978E-1
2.172529413E0	-1.928016901E0	9.760323524E0	-8.291130662E-1
2.180932433E0	-2.054238319E0	9.881759644E0	-1.068993568E0
2.189335454E0	-2.007578135E0	9.988240242E0	-1.029511929E0
2.197738475E0	-1.954936147E0	1.003071213E1	-5.264210105E-1
2.206141496E0	-2.004587173E0	9.893125534E0	-4.845465720E-1
2.214544517E0	-1.987837434E0	9.888937950E0	-1.139581800E0
2.222947538E0	-1.608574986E0	1.009172916E1	-1.426122308E0
2.231350558E0	-6.334998012E-1	1.013539886E1	-1.010369420E0
2.239753579E0	7.351947427E-1	1.006062317E1	-2.877369225E-1
2.248156600E0	2.262413740E0	1.031127071E1	1.668993831E-1
2.256559621E0	3.087937593E0	1.071266651E1	4.462614357E-1
2.264962642E0	2.668595552E0	1.055115128E1	-1.776670814E-1
2.273365663E0	1.335195065E0	1.009292603E1	-8.464609981E-1
2.281768683E0	-6.400800496E-2	9.573084831E0	-7.716853023E-1
2.290171704E0	-5.072783828E-1	9.264410973E0	-8.799605370E-1
2.298574725E0	-5.563312769E-2	9.499505997E0	-9.397810698E-1
2.306977746E0	6.891329288E-1	9.933803558E0	-8.464609981E-1
2.315380767E0	1.191027522E0	1.000259686E1	-6.915257573E-1
2.323783788E0	1.489532113E0	9.800403595E0	-5.832505226E-1
2.332186808E0	1.666002750E0	9.665806770E0	-3.535395563E-1
2.340589829E0	1.761715651E0	9.617352486E0	-6.999006122E-2
2.348992850E0	1.875972986E0	9.551549911E0	2.452643216E-2
2.357395871E0	2.073979139E0	9.518050194E0	5.503492057E-2
2.365798892E0	2.386242390E0	9.410971642E0	2.321037948E-1
2.374201913E0	2.621337175E0	9.318847656E0	2.338984162E-1
2.382604933E0	2.641077995E0	9.236893654E0	-2.506481707E-1
2.391007954E0	2.551347256E0	9.150154114E0	-6.502495408E-1
2.399410975E0	2.542374134E0	9.127422333E0	-6.161518097E-1
2.407813996E0	2.752344131E0	8.978468895E0	-3.870390654E-1
2.416217017E0	3.253640652E0	8.968897820E0	-2.691925466E-1
2.424620038E0	3.867399693E0	8.800801277E0	-1.782652885E-1
2.433023058E0	4.697709084E0	8.870791435E0	-1.118644550E-1
2.441426079E0	5.984449387E0	9.364311218E0	3.535395563E-1
2.449829100E0	7.222136974E0	1.060977554E1	1.667797327E0
2.458232121E0	6.013163090E0	1.211007500E1	3.263810158E0
2.466635142E0	1.517049551E0	1.280519009E1	2.826521635E0
2.475038163E0	-4.825725079E0	1.189292717E1	1.166501045E-1
2.483441183E0	-9.732208252E0	1.004267693E1	-2.932404041E0
2.491844204E0	-9.439086914E0	8.700901031E0	-4.056432724E0
2.500247225E0	-4.814957142E0	8.907281876E0	-3.661616802E0
2.508650246E0	-9.272187948E-2	1.039382362E1	-3.161516905E0
2.517053267E0	3.031706333E0	1.162792206E1	-1.454836130E0
2.525456288E0	4.648656368E0	1.145384407E1	7.914260626E-1
2.533859308E0	4.107878208E0	1.033101177E1	2.570489645E0
2.542262329E0	1.323829174E0	9.607781410E0	2.154736757E0
2.550665350E0	-1.570888042E0	9.547960281E0	9.463613629E-1
2.559068371E0	-3.059821844E0	9.489934921E0	6.119644046E-1
2.567471392E0	-3.050848961E0	9.255437851E0	1.582253933E0
2.575874413E0	-2.293520451E0	9.150154114E0	2.386840582E0
2.584277433E0	-1.409372568E0	9.480362892E0	1.977069736E0
2.592680454E0	-8.237292171E-1	9.725627899E0	1.612762451E0
2.601083475E0	-1.782652885E-1	9.634700775E0	1.743769526E0
2.609486496E0	4.989035130E-1	9.711270332E0	1.492523074E0
2.617889517E0	7.375875711E-1	1.003489971E1	9.864411354E-1
2.626292538E0	2.787638307E-1	1.012642574E1	5.599204898E-1
2.634695558E0	-4.163511395E-1	9.838688850E0	2.297109663E-1
2.643098579E0	-8.697910309E-1	9.763913155E0	1.136590727E-2
2.651501600E0	-8.799605370E-1	9.923035622E0	-4.007977992E-2
2.659904621E0	-4.791627228E-1	9.964909554E0	3.930211067E-1
2.668307642E0	0.000000000E0	9.841081619E0	7.752745152E-1
2.676710663E0	2.524427772E-1	9.737591743E0	8.955138922E-1
2.685113683E0	1.603191197E-1	9.714262009E0	8.668000102E-1
2.693516704E0	-1.567298770E-1	9.790832520E0	8.183453679E-1
2.701919725E0	-2.608176768E-1	9.900303841E0	9.583254457E-1
2.710322746E0	-1.962114573E-1	9.830911636E0	1.179661512E0
2.718725767E0	-9.870393574E-2	9.705886841E0	1.154536963E0
2.727128788E0	4.366901144E-2	9.736993790E0	1.113858938E0
2.735531808E0	1.274178028E-1	9.769894600E0	1.162911773E0
2.743934829E0	9.990034252E-2	9.728618622E0	1.010369420E0
2.752337850E0	-1.172483116E-1	9.644271851E0	7.734799385E-1
2.760740871E0	-3.337987661E-1	9.681360245E0	4.893322289E-1
2.769143892E0	-2.584248483E-1	9.851848602E0	3.906283081E-1
2.777546913E0	7.058826834E-2	9.912267685E0	5.515456200E-1
2.785949933E0	2.368894368E-1	9.851848602E0	6.472585201E-1
