"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
2.294008195E0	-2.580829561E-1	-4.818057716E-1	6.798729897E-1
2.302411216E0	-1.974563748E-1	2.542651594E-1	5.390726924E-1
2.310814236E0	-1.433963925E-1	7.424848676E-1	3.781144619E-1
2.319217257E0	-1.342336833E-1	9.462023973E-1	2.461714447E-1
2.327620278E0	-1.270562261E-1	9.872818589E-1	1.931804419E-1
2.336023299E0	-9.009996802E-2	9.524635673E-1	2.441861928E-1
2.344426320E0	-8.124268800E-2	7.934905887E-1	3.579564989E-1
2.352829341E0	-1.043021679E-1	4.333961308E-1	4.607315361E-1
2.361232361E0	-1.328592747E-1	-6.765133142E-2	5.027272701E-1
2.369635382E0	-1.579040140E-1	-4.398100376E-1	4.737120569E-1
2.378038403E0	-1.502684206E-1	-4.970769584E-1	4.201101959E-1
2.386441424E0	-1.157555580E-1	-3.492519259E-1	3.723114133E-1
2.394844445E0	-6.994201243E-2	-1.420219839E-1	3.327590525E-1
2.403247466E0	-3.237490356E-2	3.329117596E-2	2.887780368E-1
2.411650486E0	-1.160609815E-2	1.377460510E-1	2.464768738E-1
2.420053507E0	3.970507067E-3	1.664558798E-1	2.273878902E-1
2.428456528E0	9.620844387E-3	1.337755471E-1	2.295258641E-1
2.436859549E0	5.650337320E-3	5.192201585E-2	2.347180545E-1
2.445262570E0	8.551862091E-3	-5.405998230E-2	2.287622988E-1
2.453665591E0	1.374406368E-2	-1.293469071E-1	2.046338320E-1
2.462068611E0	2.550287358E-2	-1.406475753E-1	1.742441803E-1
2.470471632E0	4.001049697E-2	-1.185043678E-1	1.455343664E-1
2.478874653E0	4.856235534E-2	-1.073564067E-1	1.288887709E-1
2.487277674E0	4.642439261E-2	-1.235438585E-1	1.236965731E-1
2.495680695E0	3.878879920E-2	-1.296523362E-1	1.316375881E-1
2.504083716E0	3.359659761E-2	-1.302631795E-1	1.432436854E-1
2.512486736E0	2.748812735E-2	-1.627907902E-1	1.556133330E-1
2.520889757E0	1.939439960E-2	-2.177670449E-1	1.649287641E-1
2.529292778E0	2.031067200E-2	-2.301367074E-1	1.725643575E-1
2.537695799E0	2.244863659E-2	-2.063136548E-1	1.795890927E-1
2.546098820E0	2.183778957E-2	-1.913478971E-1	1.924168915E-1
2.554501841E0	2.076880634E-2	-2.023431510E-1	2.150182426E-1
2.562904861E0	2.321219631E-2	-1.957765520E-1	2.507528067E-1
2.571307882E0	3.038965166E-2	-1.688992679E-1	3.009949923E-1
2.579710903E0	3.497100621E-2	-1.551551968E-1	3.611634374E-1
2.588113924E0	3.939964995E-2	-1.850867122E-1	4.167505503E-1
2.596516945E0	4.611896724E-2	-2.278460264E-1	4.666872919E-1
2.604919966E0	6.108472496E-2	-2.451024652E-1	5.097520351E-1
2.613322986E0	8.872556686E-2	-2.318165302E-1	5.566345453E-1
2.621726007E0	1.198787764E-1	-1.944021434E-1	5.981721878E-1
2.630129028E0	1.461452097E-1	-1.750077456E-1	6.233696342E-1
2.638532049E0	1.730224788E-1	-2.032594234E-1	6.010736823E-1
2.646935070E0	1.820324808E-1	-2.603736520E-1	5.253286362E-1
2.655338091E0	1.803526580E-1	-3.206948042E-1	4.923428893E-1
2.663741111E0	1.676775664E-1	-3.619270027E-1	5.265503526E-1
2.672144132E0	1.496575773E-1	-3.413109183E-1	5.974085927E-1
2.680547153E0	1.409530044E-1	-3.038965166E-1	6.742226481E-1
2.688950174E0	1.382041872E-1	-2.774773538E-1	7.375980616E-1
2.697353195E0	1.420219839E-1	-2.799207568E-1	7.808154821E-1
2.705756216E0	1.519482583E-1	-2.693836391E-1	8.131904006E-1
2.714159236E0	1.592784226E-1	-2.325800955E-1	8.461761475E-1
2.722562257E0	1.690519750E-1	-1.922641695E-1	8.832851648E-1
2.730965278E0	1.779092699E-1	-1.705790907E-1	9.289459586E-1
2.739368299E0	1.922641695E-1	-8.994726092E-2	9.587247968E-1
2.747771320E0	2.057028115E-1	3.405473381E-2	9.773555994E-1
2.756174341E0	2.205158621E-1	1.565296054E-1	9.846857786E-1
2.764577361E0	2.315111160E-1	2.615953386E-1	9.784246087E-1
2.772980382E0	2.434226274E-1	3.518480062E-1	9.613208771E-1
2.781383403E0	2.513636351E-1	4.306473136E-1	9.379559755E-1
2.789786424E0	2.446443290E-1	4.990622103E-1	9.086353183E-1
2.798189445E0	2.296785712E-1	5.635066032E-1	8.719844818E-1
2.806592466E0	2.087570578E-1	6.132906675E-1	8.249492049E-1
2.814995486E0	1.887518018E-1	6.325323582E-1	7.423321605E-1
2.823398507E0	1.789782494E-1	6.536065936E-1	5.509842038E-1
2.831801528E0	2.084516287E-1	7.469134927E-1	2.476985604E-1
2.840204549E0	2.180724740E-1	8.564078808E-1	-6.276455522E-2
2.848607570E0	1.853921413E-1	8.128849864E-1	-2.675510943E-1
2.857010591E0	1.765348613E-1	6.258130074E-1	-4.013266563E-1
2.865413611E0	1.908897758E-1	3.767400384E-1	-5.280774832E-1
2.873816632E0	1.870719790E-1	1.324011385E-1	-6.754443645E-1
2.882219653E0	1.963873953E-1	-4.886778072E-2	-8.548807502E-1
2.890622674E0	2.070772201E-1	-1.714953631E-1	-1.039356589E0
2.899025695E0	2.202104330E-1	-2.528907657E-1	-1.217113137E0
2.907428716E0	2.313583940E-1	-3.122956753E-1	-1.387234092E0
2.915831736E0	2.267770469E-1	-3.573456407E-1	-1.528339863E0
2.924234757E0	2.084516287E-1	-4.092676640E-1	-1.627907991E0
2.932637778E0	1.789782494E-1	-4.538595080E-1	-1.699071646E0
2.941040799E0	1.415638477E-1	-4.537068009E-1	-1.745190620E0
2.949443820E0	8.780929446E-2	-3.939964771E-1	-1.764279604E0
2.957846841E0	3.252761811E-2	-2.942756712E-1	-1.765806675E0
2.966249861E0	-1.236965694E-2	-1.789782494E-1	-1.767639279E0
2.974652882E0	-5.176930502E-2	-7.391251624E-2	-1.792836666E0
2.983055903E0	-8.948912472E-2	3.863608837E-2	-1.824600816E0
2.991458924E0	-1.284306347E-1	1.560714692E-1	-1.849950910E0
2.999861945E0	-1.502684206E-1	2.400629669E-1	-1.840024710E0
3.008264966E0	-1.620272398E-1	2.008160353E-1	-1.763057947E0
3.016667986E0	-1.780619770E-1	3.237490356E-2	-1.643637300E0
3.025071007E0	-1.945548505E-1	-1.412584335E-1	-1.515817523E0
3.033474028E0	-1.962346882E-1	-2.669402659E-1	-1.376086116E0
3.041877049E0	-1.824906170E-1	-3.684936166E-1	-1.209172130E0
3.050280070E0	-1.678302884E-1	-4.598152637E-1	-1.039814711E0
3.058683091E0	-1.731752008E-1	-5.251759291E-1	-9.110786915E-1
3.067086111E0	-1.950129867E-1	-5.686988235E-1	-8.371661901E-1
3.075489132E0	-1.805053651E-1	-6.781931520E-1	-7.730271816E-1
3.083892153E0	-1.516428292E-1	-8.368607163E-1	-7.070556879E-1
3.092295174E0	-1.829487532E-1	-9.538379908E-1	-6.497887969E-1
3.100698195E0	-2.287622988E-1	-1.048061132E0	-5.737382770E-1
3.109101216E0	-2.512109280E-1	-1.121821046E0	-4.714213610E-1
3.117504236E0	-2.423536479E-1	-1.136023164E0	-3.617742956E-1
3.125907257E0	-2.620534599E-1	-1.027903199E0	-2.460187376E-1
3.134310278E0	-2.693836391E-1	-7.539382577E-1	-7.437065244E-2
3.142713299E0	-1.702736765E-1	-4.491254389E-1	2.449497581E-1
3.151116320E0	-1.675248593E-1	-1.508792788E-1	6.742226481E-1
3.159519341E0	-2.362451702E-1	3.775036037E-1	9.295567870E-1
3.167922361E0	-2.486148328E-1	1.204590797E0	7.747070193E-1
3.176325382E0	-1.869192570E-1	2.229592562E0	2.738122940E-1
3.184728403E0	-8.017370105E-2	3.116695404E0	-2.779355049E-1
3.193131424E0	6.658235192E-2	3.376305580E0	-4.535540938E-1
3.201534445E0	8.826743066E-2	2.730945349E0	-6.154286116E-2
3.209937466E0	-1.701209545E-1	1.243226886E0	5.960342288E-1
