"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
2.607894819E0	-1.592784226E-1	-2.933593988E-1	1.173590302E0
2.616297840E0	-1.707318127E-1	-3.788780272E-1	1.127929449E0
2.624700861E0	-1.652341783E-1	-3.900259733E-1	1.064401388E0
2.633103882E0	-1.516428292E-1	-3.402419090E-1	1.019504070E0
2.641506902E0	-1.624853760E-1	-3.089359999E-1	1.007745266E0
2.649909923E0	-1.571404636E-1	-2.715215981E-1	9.917105436E-1
2.658312944E0	-1.550024897E-1	-2.570139766E-1	9.642223716E-1
2.666715965E0	-1.502684206E-1	-2.870981991E-1	9.512419105E-1
2.675118986E0	-1.449235082E-1	-3.222219348E-1	9.428427219E-1
2.683522007E0	-1.369825006E-1	-3.573456407E-1	9.123004079E-1
2.691925027E0	-1.185043678E-1	-3.886515796E-1	8.681666851E-1
2.700328048E0	-1.073564067E-1	-4.059080184E-1	8.205205798E-1
2.708731069E0	-9.437590092E-2	-3.965925872E-1	7.731798887E-1
2.717134090E0	-7.788302749E-2	-4.059080184E-1	7.369872332E-1
2.725537111E0	-6.490252167E-2	-4.466820657E-1	7.189671993E-1
2.733940132E0	-5.115845799E-2	-4.691306949E-1	7.157602906E-1
2.742343152E0	-3.680354729E-2	-4.752391577E-1	7.227849960E-1
2.750746173E0	-1.832541823E-2	-4.634803534E-1	7.385143638E-1
2.759149194E0	1.847812906E-2	-4.793623984E-1	7.925743461E-1
2.767552215E0	2.275406010E-2	-4.581354558E-1	9.165763259E-1
2.775955236E0	1.588202827E-2	-2.994678617E-1	8.822161555E-1
2.784358257E0	7.330167107E-3	-4.013266563E-1	7.690566778E-1
2.792761277E0	-4.275931045E-3	-4.324798584E-1	7.389724851E-1
2.801164298E0	1.374406274E-3	-4.031592011E-1	7.786775231E-1
2.809567319E0	3.665083554E-3	-3.600944579E-1	8.127322793E-1
2.817970340E0	8.551862091E-3	-3.223746419E-1	8.104416132E-1
2.826373361E0	2.351761982E-2	-2.916795611E-1	8.069292307E-1
2.834776382E0	2.687728032E-2	-2.870981991E-1	8.220477104E-1
2.843179402E0	2.382304333E-2	-3.083251417E-1	8.481613994E-1
2.851582423E0	1.985253580E-2	-3.416163325E-1	8.695410490E-1
2.859985444E0	1.847812906E-2	-3.891097009E-1	8.857285380E-1
2.868388465E0	2.321219631E-2	-4.095730782E-1	9.055810571E-1
2.876791486E0	3.237490356E-2	-4.301891923E-1	9.449806809E-1
2.885194507E0	4.306473210E-2	-4.298837483E-1	1.002400398E0
2.893597527E0	5.467082933E-2	-3.895678520E-1	1.066539288E0
2.902000548E0	6.139015034E-2	-2.991624475E-1	1.132816195E0
2.910403569E0	6.123743951E-2	-1.885990947E-1	1.194817185E0
2.918806590E0	5.329642445E-2	-8.948912472E-2	1.262315869E0
2.927209611E0	3.787253052E-2	-2.199050039E-2	1.336686492E0
2.935612632E0	2.321219631E-2	1.985253533E-3	1.415485859E0
2.944015652E0	1.007897966E-2	-6.413896102E-3	1.493063450E0
2.952418673E0	-1.328592747E-2	-6.398624927E-2	1.575680494E0
2.960821694E0	-4.062134400E-2	-1.618745178E-1	1.671888947E0
2.969224715E0	-4.749337584E-2	-2.670929730E-1	1.773594975E0
2.977627736E0	-2.626643144E-2	-3.104631305E-1	1.872552276E0
2.986030757E0	2.183778957E-2	-2.321219593E-1	1.967539072E0
2.994433777E0	5.772506446E-2	-1.374406368E-1	2.060845852E0
3.002836798E0	3.634541109E-2	-2.388412803E-1	2.113531590E0
3.011239819E0	-2.183778957E-2	-5.161659122E-1	2.074284554E0
3.019642840E0	-9.132166207E-2	-8.350282311E-1	1.969829679E0
3.028045861E0	-1.786728203E-1	-1.131441832E0	1.950435281E0
3.036448882E0	-2.864873707E-1	-1.455801725E0	2.106353998E0
3.044851902E0	-4.091149569E-1	-1.724574566E0	2.418344259E0
3.053254923E0	-5.619794726E-1	-1.856364846E0	2.871898413E0
3.061657944E0	-6.604785919E-1	-1.909661293E0	3.420591831E0
3.070060965E0	-7.976137996E-1	-1.641041160E0	3.738843441E0
3.078463986E0	-7.725690603E-1	-8.211314082E-1	3.416926861E0
3.086867007E0	-5.572454333E-1	-4.575245976E-1	2.710787535E0
3.095270027E0	-4.530959427E-1	-7.026270628E-1	2.194316149E0
3.103673048E0	-4.216373265E-1	-1.096623540E0	1.916685939E0
3.112076069E0	-4.304946065E-1	-1.606070161E0	1.892404795E0
3.120479090E0	-4.946335554E-1	-2.141630411E0	2.021904469E0
3.128882111E0	-4.566083252E-1	-2.456522226E0	2.030150890E0
3.137285132E0	-3.648285270E-1	-2.428270578E0	1.790851474E0
3.145688152E0	-3.359659910E-1	-2.207602024E0	1.386623263E0
3.154091173E0	-3.520007432E-1	-1.931040883E0	1.025307178E0
3.162494194E0	-3.610107303E-1	-1.597518325E0	7.230904698E-1
3.170897215E0	-3.315373361E-1	-1.264606595E0	4.425588250E-1
3.179300236E0	-3.307738006E-1	-1.038898468E0	2.591519356E-1
3.187703257E0	-3.509317636E-1	-7.664605975E-1	1.301104724E-1
3.196106277E0	-3.785725832E-1	-4.362976551E-1	-2.809897438E-2
3.204509298E0	-4.088095427E-1	-1.791309565E-1	-2.290677279E-1
3.212912319E0	-4.399627447E-1	-1.863084175E-2	-4.708105326E-1
3.221315340E0	-4.746283293E-1	9.361234307E-2	-7.452336550E-1
